"discID"	"site"	"device"	"imageName"	"pixelWidth_mm"	"pithX_pixel"	"pithY_pixel"	"areaUB_pixel"
"E022B_le"	"corcieux"	"lumix"	"corcieux_lumix_E022B_le_1.jpg"	0.12544517355967	1544	1752	5219105
"E022H_se"	"corcieux"	"lumix"	"corcieux_lumix_E022H_se_1.jpg"	NA	2624	1984	NA
"E023B_le"	"corcieux"	"lumix"	"corcieux_lumix_E023B_le_1.jpg"	0.136417459252105	2019	1465	4042568
"E023H_se"	"corcieux"	"lumix"	"corcieux_lumix_E023H_se_1.jpg"	NA	2749	1677	NA
"E024B_le"	"corcieux"	"lumix"	"corcieux_lumix_E024B_le_1.jpg"	0.126539671452397	2069	1872	4452637
"E024H_se"	"corcieux"	"lumix"	"corcieux_lumix_E024H_se_1.jpg"	NA	2202	1621	NA
"E024H_se"	"corcieux"	"lumix"	"corcieux_lumix_E024H_se_3.jpg"	NA	2102	1563	NA
"E025B_le"	"corcieux"	"lumix"	"corcieux_lumix_E025B_le_1.jpg"	0.107282554354706	2092	1736	4938114
"E025H_se"	"corcieux"	"lumix"	"corcieux_lumix_E025H_se_1.jpg"	NA	2372	1787	NA
"E026B_le"	"corcieux"	"lumix"	"corcieux_lumix_E026B_le_1.jpg"	0.100066844652228	2028	1764	4237608
"E026H_se"	"corcieux"	"lumix"	"corcieux_lumix_E026H_se_1.jpg"	NA	2212	1656	NA
"E027B_se"	"corcieux"	"lumix"	"corcieux_lumix_E027B_se_1.jpg"	NA	2032	1568	NA
"E027H_le"	"corcieux"	"lumix"	"corcieux_lumix_E027H_le_1.jpg"	0.128513891066485	2358	2061	5568295
"E028B_le"	"corcieux"	"lumix"	"corcieux_lumix_E028B_le_1.jpg"	0.0798236217254355	2312	1828	4915584
"E028H_se"	"corcieux"	"lumix"	"corcieux_lumix_E028H_se_1.jpg"	NA	2088	1848	NA
"E029B_le"	"corcieux"	"lumix"	"corcieux_lumix_E029B_le_1.jpg"	0.127200084460856	2084	1712	5277174
"E029H_se"	"corcieux"	"lumix"	"corcieux_lumix_E029H_se_1.jpg"	NA	2404	1856	NA
"E030B_le"	"corcieux"	"lumix"	"corcieux_lumix_E030B_le_1.jpg"	0.125455403113301	2036	1388	6432480
"E030H_se"	"corcieux"	"lumix"	"corcieux_lumix_E030H_se_1.jpg"	NA	2407	1745	NA
"E031B_le"	"corcieux"	"lumix"	"corcieux_lumix_E031B_le_1.jpg"	0.164534843543817	2205	1912	5572686
"E031H_se"	"corcieux"	"lumix"	"corcieux_lumix_E031H_se_1.jpg"	NA	2125	1728	NA
"E032B_se"	"corcieux"	"lumix"	"corcieux_lumix_E032B_se_1.jpg"	NA	2176	1472	NA
"E032H_le"	"corcieux"	"lumix"	"corcieux_lumix_E032H_le_1.jpg"	0.101368268893525	2144	1824	5206123
"E033B_le"	"corcieux"	"lumix"	"corcieux_lumix_E033B_le_1.jpg"	0.125648345462587	2294	1824	4760959
"E033H_se"	"corcieux"	"lumix"	"corcieux_lumix_E033H_se_1.jpg"	NA	2397	2040	NA
"E034B_le"	"corcieux"	"lumix"	"corcieux_lumix_E034B_le_1.jpg"	0.107668819325261	2062	1792	5815505
"E034H_se"	"corcieux"	"lumix"	"corcieux_lumix_E034H_se_1.jpg"	NA	2184	1816	NA
"E035B_le"	"corcieux"	"lumix"	"corcieux_lumix_E035B_le_1.jpg"	0.111536561127055	2625	1428	5452191
"E035H_se"	"corcieux"	"lumix"	"corcieux_lumix_E035H_se_1.jpg"	NA	1964	1628	NA
"E036B_le"	"corcieux"	"lumix"	"corcieux_lumix_E036B_le_1.jpg"	0.114313541467809	1781	1763	6332799
"E036H_se"	"corcieux"	"lumix"	"corcieux_lumix_E036H_se_1.jpg"	NA	2284	1924	NA
"E037B_le"	"corcieux"	"lumix"	"corcieux_lumix_E037B_le_1.jpg"	0.134041070183904	2205.333	1429.333	6312468
"E037H_se"	"corcieux"	"lumix"	"corcieux_lumix_E037H_se_1.jpg"	NA	1820	1894	NA
"E038B_le"	"corcieux"	"lumix"	"corcieux_lumix_E038B_le_1.jpg"	0.0855249822749474	2186	1782	5718592
"E038H_se"	"corcieux"	"lumix"	"corcieux_lumix_E038H_se_1.jpg"	NA	2086	1678	NA
"E039B_le"	"corcieux"	"lumix"	"corcieux_lumix_E039B_le_1.jpg"	0.0995423044839827	2234	1953	4220469
"E039H_se"	"corcieux"	"lumix"	"corcieux_lumix_E039H_se_1.jpg"	NA	2128	1720	NA
"E040B_le"	"corcieux"	"lumix"	"corcieux_lumix_E040B_le_1.jpg"	0.112533408355606	2248	1758	4069740
"E040H_se"	"corcieux"	"lumix"	"corcieux_lumix_E040H_se_1.jpg"	NA	2102	1608	NA
"E041B_le"	"corcieux"	"lumix"	"corcieux_lumix_E041B_le_1.jpg"	0.141901134641473	1892	1510	6327378
"E041H_se"	"corcieux"	"lumix"	"corcieux_lumix_E041H_se_1.jpg"	NA	2422	1758	NA
"E042B_le"	"corcieux"	"lumix"	"corcieux_lumix_E042B_le_1.jpg"	0.103132122562214	2329	1799	5552799
"E042H_se"	"corcieux"	"lumix"	"corcieux_lumix_E042H_se_1.jpg"	NA	2264	1528	NA
"E043B_le"	"corcieux"	"lumix"	"corcieux_lumix_E043B_le_1.jpg"	0.146954874566667	1932	1334	4094751
"E043H_se"	"corcieux"	"lumix"	"corcieux_lumix_E043H_se_1.jpg"	NA	2068	1864	NA
"E044B_le"	"corcieux"	"lumix"	"corcieux_lumix_E044B_le_1.jpg"	0.104094017716802	2060	1774	5074973
"E044H_se"	"corcieux"	"lumix"	"corcieux_lumix_E044H_se_1.jpg"	NA	1882.667	1688	NA
"E045B_le"	"corcieux"	"lumix"	"corcieux_lumix_E045B_le_1.jpg"	0.14075566084079	2206	1400	4850892
"E045H_se"	"corcieux"	"lumix"	"corcieux_lumix_E045H_se_1.jpg"	NA	1902	1898	NA
"E046B_le"	"corcieux"	"lumix"	"corcieux_lumix_E046B_le_1.jpg"	0.102338328467146	2126	1994	6161325
"E046H_se"	"corcieux"	"lumix"	"corcieux_lumix_E046H_se_1.jpg"	NA	2551	2103	NA
"E047B_le"	"corcieux"	"lumix"	"corcieux_lumix_E047B_le_1.jpg"	0.0968377628540025	2026	1802	4690371
"E047H_se"	"corcieux"	"lumix"	"corcieux_lumix_E047H_se_1.jpg"	NA	2276	1808	NA
"E048B_le"	"corcieux"	"lumix"	"corcieux_lumix_E048B_le_1.jpg"	0.115740606781705	2188	1698	5651963
"E048H_se"	"corcieux"	"lumix"	"corcieux_lumix_E048H_se_1.jpg"	NA	2332	1556	NA
"E049B_le"	"corcieux"	"lumix"	"corcieux_lumix_E049B_le_1.jpg"	0.104310528270239	2076	2087	4527992
"E049H_se"	"corcieux"	"lumix"	"corcieux_lumix_E049H_se_1.jpg"	NA	2360	1974	NA
"E050B_le"	"corcieux"	"lumix"	"corcieux_lumix_E050B_le_1.jpg"	0.137681119512719	2437.667	2014	4107945
"E050H_se"	"corcieux"	"lumix"	"corcieux_lumix_E050H_se_1.jpg"	NA	1768	1584	NA
"E051B_le"	"corcieux"	"lumix"	"corcieux_lumix_E051B_le_1.jpg"	0.0988403066817036	1886	1843	6363083
"E051H_se"	"corcieux"	"lumix"	"corcieux_lumix_E051H_se_1.jpg"	NA	2214	1800	NA
"E052B_le"	"corcieux"	"lumix"	"corcieux_lumix_E052B_le_1.jpg"	0.106638229805385	2022	1916	5200043
"E052H_se"	"corcieux"	"lumix"	"corcieux_lumix_E052H_se_1.jpg"	NA	2524	1813.333	NA
"E053B_le"	"corcieux"	"lumix"	"corcieux_lumix_E053B_le_1.jpg"	0.0971403814508499	2042	2008	4638934
"E053H_se"	"corcieux"	"lumix"	"corcieux_lumix_E053H_se_1.jpg"	NA	2291	1815	NA
"E054B_le"	"corcieux"	"lumix"	"corcieux_lumix_E054B_le_1.jpg"	0.109231838022292	2474	1686	4846183
"E054H_se"	"corcieux"	"lumix"	"corcieux_lumix_E054H_se_1.jpg"	NA	1926	1562	NA
"E055B_le"	"corcieux"	"lumix"	"corcieux_lumix_E055B_le_1.jpg"	0.0947973327822448	2328	1854	6225838
"E055H_se"	"corcieux"	"lumix"	"corcieux_lumix_E055H_se_1.jpg"	NA	2248	1814	NA
"E056B_le"	"corcieux"	"lumix"	"corcieux_lumix_E056B_le_1.jpg"	0.123231474304389	2513.333	1962.667	4929608
"E056H_se"	"corcieux"	"lumix"	"corcieux_lumix_E056H_se_1.jpg"	NA	2338.667	1781.333	NA
"E057B_se"	"corcieux"	"lumix"	"corcieux_lumix_E057B_se_1.jpg"	NA	2384	2124	NA
"E057H_le"	"corcieux"	"lumix"	"corcieux_lumix_E057H_le_1.jpg"	0.105512945910899	1960	2032	6147080
"E058B_le"	"corcieux"	"lumix"	"corcieux_lumix_E058B_le_1.jpg"	0.158444455711606	2173.333	2010.667	4498001
"E058H_se"	"corcieux"	"lumix"	"corcieux_lumix_E058H_se_1.jpg"	NA	2064	1798	NA
"E059B_le"	"corcieux"	"lumix"	"corcieux_lumix_E059B_le_1.jpg"	0.109884434540194	1922	1906	3699999
"E059H_se"	"corcieux"	"lumix"	"corcieux_lumix_E059H_se_1.jpg"	NA	2528	1825.333	NA
"E060B_le"	"corcieux"	"lumix"	"corcieux_lumix_E060B_le_1.jpg"	0.101753725458273	2130.667	1561.333	4746263
"E060H_se"	"corcieux"	"lumix"	"corcieux_lumix_E060H_se_1.jpg"	NA	2485.333	1941.333	NA
"E061B_le"	"corcieux"	"lumix"	"corcieux_lumix_E061B_le_1.jpg"	0.101429753809702	2720	1815.333	4584486
"E061H_se"	"corcieux"	"lumix"	"corcieux_lumix_E061H_se_1.jpg"	NA	1878	1992	NA
"E062B_se"	"corcieux"	"lumix"	"corcieux_lumix_E062B_se_1.jpg"	NA	2214	1712	NA
"E062H_le"	"corcieux"	"lumix"	"corcieux_lumix_E062H_le_1.jpg"	0.0883232276840325	2326	1542	4706397
"E063B_le"	"corcieux"	"lumix"	"corcieux_lumix_E063B_le_1.jpg"	0.0944008941652695	2040	1422	5345099
"E063H_se"	"corcieux"	"lumix"	"corcieux_lumix_E063H_se_1.jpg"	NA	2510	1812	NA
"E064B_le"	"corcieux"	"lumix"	"corcieux_lumix_E064B_le_1.jpg"	0.146519931838928	2482	1603.333	4871296
"E064H_se"	"corcieux"	"lumix"	"corcieux_lumix_E064H_se_1.jpg"	NA	2320	1428	NA
"E065B_le"	"corcieux"	"lumix"	"corcieux_lumix_E065B_le_1.jpg"	0.07707859781698	2210	1528	7079782
"E065H_se"	"corcieux"	"lumix"	"corcieux_lumix_E065H_se_1.jpg"	NA	2474.667	1313.333	NA
"E066B_le"	"corcieux"	"lumix"	"corcieux_lumix_E066B_le_1.jpg"	0.0906802469404485	2288	2110	4437674
"E066H_se"	"corcieux"	"lumix"	"corcieux_lumix_E066H_se_1.jpg"	NA	2127	1994	NA
"E067B_le"	"corcieux"	"lumix"	"corcieux_lumix_E067B_le_1.jpg"	0.103504560928477	2070	1744	4913150
"E067H_se"	"corcieux"	"lumix"	"corcieux_lumix_E067H_se_1.jpg"	NA	2518.667	1993.333	NA
"E068B_le"	"corcieux"	"lumix"	"corcieux_lumix_E068B_le_1.jpg"	0.133493347359034	2282	1680	5772401
"E068H_se"	"corcieux"	"lumix"	"corcieux_lumix_E068H_se_1.jpg"	NA	2144	1812	NA
"E069B_le"	"corcieux"	"lumix"	"corcieux_lumix_E069B_le_1.jpg"	0.109948829814604	2330	1440	4389154
"E069H_se"	"corcieux"	"lumix"	"corcieux_lumix_E069H_se_1.jpg"	NA	2102	1833	NA
"E070B_le"	"corcieux"	"lumix"	"corcieux_lumix_E070B_le_1.jpg"	0.143438272773695	1953	1583	5002334
"E070H_se"	"corcieux"	"lumix"	"corcieux_lumix_E070H_se_1.jpg"	NA	2290	1706	NA
"E071B_se"	"corcieux"	"lumix"	"corcieux_lumix_E071B_se_1.jpg"	NA	2326	1742	NA
"E071H_le"	"corcieux"	"lumix"	"corcieux_lumix_E071H_le_1.jpg"	0.129170261905623	2133	1892	5098145
"E072B_se"	"corcieux"	"lumix"	"corcieux_lumix_E072B_se_1.jpg"	NA	2132	1848	NA
"E072H_le"	"corcieux"	"lumix"	"corcieux_lumix_E072H_le_1.jpg"	0.168315881781657	2476	1862	3830954
"E073B_le"	"corcieux"	"lumix"	"corcieux_lumix_E073B_le_1.jpg"	0.101547791437084	2052	1750	3604313
"E073H_se"	"corcieux"	"lumix"	"corcieux_lumix_E073H_se_1.jpg"	NA	2132	1862	NA
"E074B_le"	"corcieux"	"lumix"	"corcieux_lumix_E074B_le_1.jpg"	0.0829546453771865	2414	1768	5754313
"E074H_se"	"corcieux"	"lumix"	"corcieux_lumix_E074H_se_1.jpg"	NA	2020	1890	NA
"E075B_se"	"corcieux"	"lumix"	"corcieux_lumix_E075B_se_1.jpg"	NA	2068	1494	NA
"E075H_le"	"corcieux"	"lumix"	"corcieux_lumix_E075H_le_1.jpg"	0.103443638733436	2258.667	1784.333	4746686
"E076B_le"	"corcieux"	"lumix"	"corcieux_lumix_E076B_le_1.jpg"	0.0907357032289207	2285	1968	5991216
"E076H_se"	"corcieux"	"lumix"	"corcieux_lumix_E076H_se_1.jpg"	NA	2364	1894	NA
"E077B_le"	"corcieux"	"lumix"	"corcieux_lumix_E077B_le_1.jpg"	0.0893068449231291	2000	1660	4512777
"E077H_se"	"corcieux"	"lumix"	"corcieux_lumix_E077H_se_1.jpg"	NA	2064	1682	NA
"E078B_le"	"corcieux"	"lumix"	"corcieux_lumix_E078B_le_1.jpg"	0.11167319954884	2292	1681.333	5041522
"E078H_se"	"corcieux"	"lumix"	"corcieux_lumix_E078H_se_1.jpg"	NA	2036	1628	NA
"E079B_le"	"corcieux"	"lumix"	"corcieux_lumix_E079B_le_1.jpg"	0.128980665798197	2350.667	1921.333	5597036
"E079H_se"	"corcieux"	"lumix"	"corcieux_lumix_E079H_se_1.jpg"	NA	1898	1722	NA
"E080B_le"	"corcieux"	"lumix"	"corcieux_lumix_E080B_le_1.jpg"	0.0877688029300737	2334	1770	5667279
"E080H_se"	"corcieux"	"lumix"	"corcieux_lumix_E080H_se_1.jpg"	NA	2188	1760	NA
"E081B_le"	"corcieux"	"lumix"	"corcieux_lumix_E081B_le_1.jpg"	0.114852006872285	2320	1652	3484555
"E081H_se"	"corcieux"	"lumix"	"corcieux_lumix_E081H_se_1.jpg"	NA	2126	1748	NA
"E082B_le"	"corcieux"	"lumix"	"corcieux_lumix_E082B_le_1.jpg"	0.183932739475828	2037.333	1532	5167002
"E082H_se"	"corcieux"	"lumix"	"corcieux_lumix_E082H_se_1.jpg"	NA	2190.667	1822.667	NA
"E083B_le"	"corcieux"	"lumix"	"corcieux_lumix_E083B_le_1.jpg"	0.115973224102019	2102.667	1832	3641893
"E083H_se"	"corcieux"	"lumix"	"corcieux_lumix_E083H_se_1.jpg"	NA	2041.333	1917.333	NA
"E084B_le"	"corcieux"	"lumix"	"corcieux_lumix_E084B_le_1.jpg"	0.0918946189267995	2141.333	1774.667	4638329
"E084H_se"	"corcieux"	"lumix"	"corcieux_lumix_E084H_se_1.jpg"	NA	2296	1825.333	NA
"E085B_le"	"corcieux"	"lumix"	"corcieux_lumix_E085B_le_1.jpg"	0.119253615471487	2153.333	1418.667	5792791
"E085H_se"	"corcieux"	"lumix"	"corcieux_lumix_E085H_se_1.jpg"	NA	2208	1701.333	NA
"E086B_le"	"corcieux"	"lumix"	"corcieux_lumix_E086B_le_1.jpg"	0.141466326770239	1962	1866	4316650
"E086H_se"	"corcieux"	"lumix"	"corcieux_lumix_E086H_se_1.jpg"	NA	2076	1930	NA
"E087B_se"	"corcieux"	"lumix"	"corcieux_lumix_E087B_se_1.jpg"	NA	2344	1400	NA
"E087H_le"	"corcieux"	"lumix"	"corcieux_lumix_E087H_le_1.jpg"	0.084569170816194	2132	1880	5138081
"E088B_le"	"corcieux"	"lumix"	"corcieux_lumix_E088B_le_1.jpg"	0.132953441034484	2292	1841.333	5262874
"E088H_se"	"corcieux"	"lumix"	"corcieux_lumix_E088H_se_1.jpg"	NA	2136	1716	NA
"E089B_se"	"corcieux"	"lumix"	"corcieux_lumix_E089B_se_1.jpg"	NA	2395	1890	NA
"E089H_le"	"corcieux"	"lumix"	"corcieux_lumix_E089H_le_1.jpg"	0.08353507052866	1916	1640	6156219
"E090B_se"	"corcieux"	"lumix"	"corcieux_lumix_E090B_se_1.jpg"	NA	2196	1732	NA
"E090H_le"	"corcieux"	"lumix"	"corcieux_lumix_E090H_le_1.jpg"	0.0876524056202723	1932	1742	5427556
"E091B_le"	"corcieux"	"lumix"	"corcieux_lumix_E091B_le_1.jpg"	0.116766092994852	1899	1668	5367373
"E091H_se"	"corcieux"	"lumix"	"corcieux_lumix_E091H_se_1.jpg"	NA	1888	1818	NA
"E092B_le"	"corcieux"	"lumix"	"corcieux_lumix_E092B_le_1.jpg"	0.13506176374456	1980	1709.333	5285917
"E092H_se"	"corcieux"	"lumix"	"corcieux_lumix_E092H_se_1.jpg"	NA	2366.667	1596	NA
"E093B_le"	"corcieux"	"lumix"	"corcieux_lumix_E093B_le_1.jpg"	0.128866311511112	2334	1440	3450504
"E093H_se"	"corcieux"	"lumix"	"corcieux_lumix_E093H_se_1.jpg"	NA	2232	1902	NA
"E094B_se"	"corcieux"	"lumix"	"corcieux_lumix_E094B_se_1.jpg"	NA	2064	1568	NA
"E094H_le"	"corcieux"	"lumix"	"corcieux_lumix_E094H_le_1.jpg"	0.0898058666580453	2284	1664	5128097
"E095B_le"	"corcieux"	"lumix"	"corcieux_lumix_E095B_le_1.jpg"	0.085794196880523	2254	1762	5268959
"E095H_se"	"corcieux"	"lumix"	"corcieux_lumix_E095H_se_1.jpg"	NA	2356	1956	NA
"E096B_le"	"corcieux"	"lumix"	"corcieux_lumix_E096B_le_1.jpg"	0.0847807527343912	2058	1946	5088937
"E096H_se"	"corcieux"	"lumix"	"corcieux_lumix_E096H_se_1.jpg"	NA	2000	1902	NA
"E097B_le"	"corcieux"	"lumix"	"corcieux_lumix_E097B_le_1.jpg"	0.146726100519117	2152	2146	4657185
"E097H_se"	"corcieux"	"lumix"	"corcieux_lumix_E097H_se_1.jpg"	NA	2276	2134	NA
"E098B_le"	"corcieux"	"lumix"	"corcieux_lumix_E098B_le_1.jpg"	0.103438395711858	2182	1836	4179675
"E098H_se"	"corcieux"	"lumix"	"corcieux_lumix_E098H_se_1.jpg"	NA	2216	1862	NA
"E099B_le"	"corcieux"	"lumix"	"corcieux_lumix_E099B_le_1.jpg"	0.0924866611113012	2438	2028	5854644
"E099H_se"	"corcieux"	"lumix"	"corcieux_lumix_E099H_se_1.jpg"	NA	1844	1751	NA
"E100B_le"	"corcieux"	"lumix"	"corcieux_lumix_E100B_le_1.jpg"	0.102037276257762	2544	1588	5619200
"E100H_se"	"corcieux"	"lumix"	"corcieux_lumix_E100H_se_1.jpg"	NA	1836	1990	NA
"E001B_le"	"freiburg"	"huawei"	"freiburg_huawei_E001B_le_1.jpg"	0.141673762160922	2092	1580	4865076
"E001B_le"	"freiburg"	"huawei"	"freiburg_huawei_E001B_le_2.jpg"	NA	2112	1640	NA
"E001B_le"	"freiburg"	"huawei"	"freiburg_huawei_E001B_le_3.jpg"	NA	2272	1284	NA
"E001B_le"	"freiburg"	"huawei"	"freiburg_huawei_E001B_le_label.jpg"	NA	2140	1556	NA
"E001H_se"	"freiburg"	"huawei"	"freiburg_huawei_E001H_se_1.jpg"	NA	1724	1600	NA
"E001H_se"	"freiburg"	"huawei"	"freiburg_huawei_E001H_se_2.jpg"	NA	1916	1460	NA
"E001H_se"	"freiburg"	"huawei"	"freiburg_huawei_E001H_se_3.jpg"	NA	2132	1732	NA
"E001H_se"	"freiburg"	"huawei"	"freiburg_huawei_E001H_se_label.jpg"	NA	1632	1584	NA
"E002B_le"	"freiburg"	"huawei"	"freiburg_huawei_E002B_le_1.jpg"	0.124582027298414	2372	1540	5742882
"E002B_le"	"freiburg"	"huawei"	"freiburg_huawei_E002B_le_2.jpg"	NA	2476	1196	NA
"E002B_le"	"freiburg"	"huawei"	"freiburg_huawei_E002B_le_3.jpg"	NA	2272	1836	NA
"E002B_le"	"freiburg"	"huawei"	"freiburg_huawei_E002B_le_label.jpg"	NA	2124	1120	NA
"E002H_se"	"freiburg"	"huawei"	"freiburg_huawei_E002H_se_1.jpg"	NA	1996	1548	NA
"E002H_se"	"freiburg"	"huawei"	"freiburg_huawei_E002H_se_2.jpg"	NA	1900	1512	NA
"E002H_se"	"freiburg"	"huawei"	"freiburg_huawei_E002H_se_3.jpg"	NA	2156	1508	NA
"E002H_se"	"freiburg"	"huawei"	"freiburg_huawei_E002H_se_label.jpg"	NA	2080	1640	NA
"E003B_le"	"freiburg"	"huawei"	"freiburg_huawei_E003B_le_1.jpg"	0.145471684663939	2016	1588	5337195
"E003B_le"	"freiburg"	"huawei"	"freiburg_huawei_E003B_le_2.jpg"	NA	2308	1412	NA
"E003B_le"	"freiburg"	"huawei"	"freiburg_huawei_E003B_le_3.jpg"	NA	1960	1636	NA
"E003B_le"	"freiburg"	"huawei"	"freiburg_huawei_E003B_le_label.jpg"	NA	2116	1448	NA
"E003H_se"	"freiburg"	"huawei"	"freiburg_huawei_E003H_se_1.jpg"	NA	1838	1496	NA
"E003H_se"	"freiburg"	"huawei"	"freiburg_huawei_E003H_se_2.jpg"	NA	1976	1416	NA
"E003H_se"	"freiburg"	"huawei"	"freiburg_huawei_E003H_se_3.jpg"	NA	2080	1540	NA
"E003H_se"	"freiburg"	"huawei"	"freiburg_huawei_E003H_se_label.jpg"	NA	1840	1324	NA
"E004B_le"	"freiburg"	"huawei"	"freiburg_huawei_E004B_le_1.jpg"	0.110772271042024	1898	1718	4333981
"E004B_le"	"freiburg"	"huawei"	"freiburg_huawei_E004B_le_2.jpg"	NA	1906	1716	NA
"E004B_le"	"freiburg"	"huawei"	"freiburg_huawei_E004B_le_3.jpg"	NA	1742	1612	NA
"E004B_le"	"freiburg"	"huawei"	"freiburg_huawei_E004B_le_label.jpg"	NA	1698	1846	NA
"E004H_se"	"freiburg"	"huawei"	"freiburg_huawei_E004H_se_1.jpg"	NA	2160	1618	NA
"E004H_se"	"freiburg"	"huawei"	"freiburg_huawei_E004H_se_2.jpg"	NA	2418	1490	NA
"E004H_se"	"freiburg"	"huawei"	"freiburg_huawei_E004H_se_3.jpg"	NA	2060	1774	NA
"E004H_se"	"freiburg"	"huawei"	"freiburg_huawei_E004H_se_label.jpg"	NA	2068	1734	NA
"E005B_le"	"freiburg"	"huawei"	"freiburg_huawei_E005B_le_1.jpg"	0.106240571149311	2006	1520	3753009
"E005B_le"	"freiburg"	"huawei"	"freiburg_huawei_E005B_le_label.jpg"	NA	1804	1734	NA
"E005H_se"	"freiburg"	"huawei"	"freiburg_huawei_E005H_se_1.jpg"	NA	1814	1510	NA
"E005H_se"	"freiburg"	"huawei"	"freiburg_huawei_E005H_se_2.jpg"	NA	1870	1490	NA
"E005H_se"	"freiburg"	"huawei"	"freiburg_huawei_E005H_se_3.jpg"	NA	2090	1466	NA
"E005H_se"	"freiburg"	"huawei"	"freiburg_huawei_E005H_se_label.jpg"	NA	2141	1608.333	NA
"E006B_le"	"freiburg"	"huawei"	"freiburg_huawei_E006B_le_1.jpg"	0.13875783981795	1806.333	1612.333	4413972
"E006B_le"	"freiburg"	"huawei"	"freiburg_huawei_E006B_le_2.jpg"	NA	2002.333	1680.333	NA
"E006B_le"	"freiburg"	"huawei"	"freiburg_huawei_E006B_le_3.jpg"	NA	1669	1271	NA
"E006B_le"	"freiburg"	"huawei"	"freiburg_huawei_E006B_le_label.jpg"	NA	1669	1528.333	NA
"E006H_se"	"freiburg"	"huawei"	"freiburg_huawei_E006H_se_1.jpg"	NA	2185	1471	NA
"E006H_se"	"freiburg"	"huawei"	"freiburg_huawei_E006H_se_2.jpg"	NA	2061	1183	NA
"E006H_se"	"freiburg"	"huawei"	"freiburg_huawei_E006H_se_3.jpg"	NA	2183.667	1632.333	NA
"E006H_se"	"freiburg"	"huawei"	"freiburg_huawei_E006H_se_label.jpg"	NA	2378.333	1524.333	NA
"E007B_le"	"freiburg"	"huawei"	"freiburg_huawei_E007B_le_1.jpg"	0.123176525510474	2202.333	1572.333	5083280
"E007B_le"	"freiburg"	"huawei"	"freiburg_huawei_E007B_le_2.jpg"	NA	2015.667	1708.333	NA
"E007B_le"	"freiburg"	"huawei"	"freiburg_huawei_E007B_le_3.jpg"	NA	2537	1475	NA
"E007B_le"	"freiburg"	"huawei"	"freiburg_huawei_E007B_le_label.jpg"	NA	2033	1681.667	NA
"E007H_se"	"freiburg"	"huawei"	"freiburg_huawei_E007H_se_1.jpg"	NA	1730.333	1495	NA
"E007H_se"	"freiburg"	"huawei"	"freiburg_huawei_E007H_se_2.jpg"	NA	1877	1475	NA
"E007H_se"	"freiburg"	"huawei"	"freiburg_huawei_E007H_se_3.jpg"	NA	1817	1419	NA
"E007H_se"	"freiburg"	"huawei"	"freiburg_huawei_E007H_se_label.jpg"	NA	1922.333	1400.333	NA
"E008B_le"	"freiburg"	"huawei"	"freiburg_huawei_E008B_le_1.jpg"	0.123547696823836	2338.333	1852.333	4369291
"E008B_le"	"freiburg"	"huawei"	"freiburg_huawei_E008B_le_2.jpg"	NA	2357	1557.667	NA
"E008B_le"	"freiburg"	"huawei"	"freiburg_huawei_E008B_le_3.jpg"	NA	2258.333	1725.667	NA
"E008B_le"	"freiburg"	"huawei"	"freiburg_huawei_E008B_le_label.jpg"	NA	2217	1675	NA
"E008H_se"	"freiburg"	"huawei"	"freiburg_huawei_E008H_se_1.jpg"	NA	1793	1613.667	NA
"E008H_se"	"freiburg"	"huawei"	"freiburg_huawei_E008H_se_label.jpg"	NA	1719.667	1640.333	NA
"E009B_le"	"freiburg"	"huawei"	"freiburg_huawei_E009B_le_1.jpg"	0.143696948882684	1937	1609.667	5434256
"E009B_le"	"freiburg"	"huawei"	"freiburg_huawei_E009B_le_2.jpg"	NA	2227.667	1621.667	NA
"E009B_le"	"freiburg"	"huawei"	"freiburg_huawei_E009B_le_3.jpg"	NA	1655.667	1667	NA
"E009B_le"	"freiburg"	"huawei"	"freiburg_huawei_E009B_le_label.jpg"	NA	1951.667	1583	NA
"E009H_se"	"freiburg"	"huawei"	"freiburg_huawei_E009H_se_1.jpg"	NA	1961	1388.333	NA
"E009H_se"	"freiburg"	"huawei"	"freiburg_huawei_E009H_se_2.jpg"	NA	2059.667	1471	NA
"E009H_se"	"freiburg"	"huawei"	"freiburg_huawei_E009H_se_3.jpg"	NA	1822.333	1436.333	NA
"E009H_se"	"freiburg"	"huawei"	"freiburg_huawei_E009H_se_label.jpg"	NA	1725	1733.667	NA
"E010B_le"	"freiburg"	"huawei"	"freiburg_huawei_E010B_le_1.jpg"	0.121400328509289	1937	1639	4182756
"E010B_le"	"freiburg"	"huawei"	"freiburg_huawei_E010B_le_2.jpg"	NA	2138.333	1593.667	NA
"E010B_le"	"freiburg"	"huawei"	"freiburg_huawei_E010B_le_3.jpg"	NA	2474.333	1672.333	NA
"E010B_le"	"freiburg"	"huawei"	"freiburg_huawei_E010B_le_label.jpg"	NA	1917	1669.667	NA
"E010H_se"	"freiburg"	"huawei"	"freiburg_huawei_E010H_se_1.jpg"	NA	1998.333	1788.333	NA
"E010H_se"	"freiburg"	"huawei"	"freiburg_huawei_E010H_se_2.jpg"	NA	1794.333	1733.667	NA
"E010H_se"	"freiburg"	"huawei"	"freiburg_huawei_E010H_se_3.jpg"	NA	2263.667	1808.333	NA
"E010H_se"	"freiburg"	"huawei"	"freiburg_huawei_E010H_se_label.jpg"	NA	2093	1796.333	NA
